hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,reservation_status
City Hotel,1,2016,August,27,1,1,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2015,December,5,2,1,2,0,0,FB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2016,December,26,2,5,2,1,0,BB,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,December,24,2,3,2,0,0,HB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,May,31,0,4,2,0,0,BB,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,December,22,2,5,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,February,14,2,2,2,0,0,HB,ESP,Direct,0,0,0,D,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,October,23,2,0,1,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,November,6,4,7,1,0,0,BB,AUT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,July,3,1,1,2,0,0,SC,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,May,8,2,5,2,0,0,HB,CHE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,November,7,2,6,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,May,28,2,0,2,0,0,BB,BRA,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,March,4,0,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,28,Transient,0,Canceled
Resort Hotel,1,2016,October,26,2,6,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,October,25,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,58,Transient-Party,0,Check-Out
Resort Hotel,0,2017,August,22,1,5,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,15,1,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2017,June,4,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2015,August,14,0,2,2,0,0,HB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient-Party,0,Canceled
City Hotel,1,2016,May,31,0,3,2,1,0,BB,ITA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,August,5,1,1,1,2,0,BB,CN,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,February,27,3,9,2,0,0,BB,IRL,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,July,28,0,2,2,0,0,BB,PRT,Direct,0,0,0,H,H,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2015,July,5,2,5,2,0,0,BB,PRT,TA/TO,1,1,0,A,A,No Deposit,0,Contract,0,Canceled
City Hotel,0,2015,August,7,0,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,April,23,2,5,1,0,0,HB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,October,12,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,August,21,2,4,2,0,0,BB,FRA,Direct,0,0,0,E,F,No Deposit,0,Group,0,Check-Out
City Hotel,1,2015,August,14,0,2,2,0,0,HB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient-Party,0,Canceled
City Hotel,0,2016,June,9,1,3,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,May,2,0,3,1,0,0,BB,ESP,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,13,2,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,July,5,0,4,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,February,8,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2017,June,8,1,3,2,0,0,BB,DEU,TA/TO,0,0,0,A,C,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,August,15,1,2,2,1,0,BB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,October,12,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2017,May,3,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2016,August,20,2,2,2,0,0,SC,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,June,7,4,10,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,July,31,2,3,2,1,0,HB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,April,19,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,March,14,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,B,B,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,May,23,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,30,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2017,August,12,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,February,3,1,2,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2015,September,10,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,October,1,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,Non Refund,0,Transient,0,Canceled
City Hotel,0,2015,October,20,0,3,1,0,0,BB,GRC,Direct,0,0,0,A,E,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,25,0,1,2,0,0,SC,ITA,TA/TO,0,0,0,A,B,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,September,20,1,0,2,0,0,BB,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,November,6,2,3,1,0,0,BB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,No-Show
City Hotel,0,2016,September,5,1,0,2,0,0,BB,USA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,17,2,5,2,0,0,BB,ISR,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,April,28,1,2,2,2,0,BB,ESP,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,May,3,0,3,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,November,2,1,4,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,29,1,2,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,April,2,2,2,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,8,0,2,2,0,0,SC,CHN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,August,27,0,3,1,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,October,17,1,3,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,November,16,0,3,2,0,0,BB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,March,31,1,3,1,0,0,BB,NLD,Direct,0,0,0,A,A,Refundable,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,May,4,2,8,2,1,0,BB,GBR,TA/TO,0,0,0,A,C,No Deposit,0,Contract,0,Check-Out
City Hotel,1,2016,March,2,0,2,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2017,July,27,2,4,2,2,0,BB,FRA,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,August,24,0,3,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,July,23,2,5,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2017,August,22,0,4,2,2,0,BB,IRL,Direct,0,0,0,G,G,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,8,0,2,2,1,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,September,18,0,2,2,0,0,HB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient-Party,0,Canceled
City Hotel,0,2017,February,16,1,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,July,28,1,2,3,0,0,BB,DEU,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,September,1,0,2,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,September,15,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,March,24,0,1,1,0,0,BB,FRA,TA/TO,0,0,0,A,E,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,May,8,1,0,2,0,0,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,June,28,0,3,2,0,0,BB,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,October,6,0,3,2,0,0,BB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,December,19,1,5,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,August,17,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,April,21,1,2,2,2,0,BB,FRA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,October,29,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,March,13,1,3,2,0,0,BB,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,October,16,0,2,1,0,0,HB,DEU,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,May,1,4,7,2,0,0,BB,GBR,TA/TO,0,0,0,A,D,No Deposit,0,Contract,0,Check-Out
City Hotel,1,2017,April,15,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,November,21,2,5,1,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,31,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2017,April,28,1,2,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,June,18,2,2,3,0,0,BB,GBR,TA/TO,0,0,0,F,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,February,25,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,August,21,1,2,2,2,0,SC,PRT,TA/TO,0,0,0,F,F,No Deposit,0,Contract,0,Check-Out
City Hotel,1,2016,November,9,0,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,March,16,2,5,1,0,0,BB,DEU,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,September,20,1,5,3,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,July,14,0,1,2,0,0,SC,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,April,3,1,1,1,0,0,BB,ISR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,May,4,0,2,3,0,0,HB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,July,6,1,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Contract,0,Canceled
City Hotel,1,2016,December,20,2,5,1,0,0,BB,ROU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,April,5,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,7,1,2,2,0,0,BB,ISR,TA/TO,0,0,0,B,B,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,December,2,2,2,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,January,14,3,6,1,0,0,SC,PRT,TA/TO,0,0,0,A,I,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,October,27,0,1,1,0,0,BB,ESP,Corporate,0,0,0,A,A,No Deposit,0,Group,0,Check-Out
City Hotel,0,2017,May,19,1,2,2,0,0,BB,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,July,19,2,5,2,0,0,BB,RUS,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,August,20,2,5,3,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,15,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2016,November,13,2,3,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,1,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,April,13,0,3,2,2,0,BB,ESP,TA/TO,0,0,0,C,C,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,June,2,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,July,9,2,1,2,0,0,BB,DNK,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,August,30,0,4,2,0,0,HB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,June,25,2,5,2,2,0,BB,IRL,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,June,26,1,3,2,0,0,BB,CHE,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,August,4,1,3,2,1,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,October,6,2,3,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,14,2,3,3,0,0,BB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,June,4,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,May,15,1,2,2,0,0,BB,BEL,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,October,27,0,1,2,0,0,BB,ESP,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,October,3,2,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,April,4,2,5,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,November,8,1,5,2,1,0,BB,USA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,October,24,1,2,2,2,0,BB,NLD,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,October,17,1,2,2,0,0,SC,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,July,30,4,9,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,July,9,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,15,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2017,June,26,2,5,2,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,May,31,1,5,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,January,22,0,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,35,Transient,0,Canceled
Resort Hotel,1,2016,December,3,0,1,2,0,0,HB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,October,27,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2015,September,7,1,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Contract,0,Canceled
Resort Hotel,1,2016,August,4,2,4,2,0,0,HB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,November,20,8,20,2,2,0,BB,AGO,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,April,24,1,3,1,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,July,12,2,5,1,0,0,BB,NOR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,April,26,0,3,2,0,0,BB,ITA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,August,25,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,H,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2017,May,15,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Contract,0,Check-Out
City Hotel,1,2015,October,29,0,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Contract,0,Canceled
Resort Hotel,1,2016,August,17,2,8,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,September,20,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,May,30,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,1,2016,July,9,2,5,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,April,2,2,2,2,0,0,SC,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,June,15,0,2,1,0,0,HB,DEU,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2017,May,17,2,5,2,0,0,HB,FRA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,November,4,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,March,12,4,7,1,0,0,HB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,July,30,2,5,2,2,0,BB,PRT,Direct,0,0,0,G,G,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,March,31,0,3,2,0,0,BB,POL,Direct,0,0,0,A,A,Refundable,0,Transient-Party,0,Check-Out
City Hotel,0,2015,September,9,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,January,1,1,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,December,5,2,1,2,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,26,0,3,2,0,0,BB,AUT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,October,21,0,2,2,0,0,HB,FRA,TA/TO,0,0,0,A,C,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,August,21,1,0,2,1,0,BB,ROU,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,December,3,0,1,2,0,0,HB,PRT,Direct,0,0,0,A,C,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2016,September,14,0,3,1,0,0,BB,CHE,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,December,20,2,5,1,2,0,HB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,November,4,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,30,1,2,2,0,0,BB,DEU,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,September,18,0,1,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,January,28,0,1,2,0,0,BB,ESP,TA/TO,0,0,0,D,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,July,8,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,March,31,0,3,2,1,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2015,October,24,0,1,2,0,0,BB,PRT,Direct,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2015,November,6,2,6,2,0,0,HB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,October,2,0,2,2,0,0,BB,PRT,Direct,0,1,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,June,30,0,3,2,0,0,BB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,11,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,D,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2017,July,31,1,3,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,February,15,1,2,2,0,0,BB,GBR,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,August,8,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2016,July,1,4,10,2,0,0,HB,DEU,TA/TO,0,0,0,E,E,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,2015,August,13,0,3,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,May,9,0,3,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,September,19,2,1,2,0,0,BB,ESP,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,May,19,0,1,1,0,0,BB,CHE,GDS,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,April,19,0,1,1,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,January,6,0,1,2,0,0,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,July,17,1,1,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,7,1,4,1,1,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,January,20,0,1,1,0,0,BB,GBR,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,November,1,0,2,1,0,0,BB,CHE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,September,25,2,1,2,0,0,BB,POL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,June,30,2,4,2,2,0,BB,ROU,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,8,2,0,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,August,8,1,3,2,1,0,HB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,June,27,3,9,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2017,July,30,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,November,8,0,4,2,0,0,BB,LVA,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Canceled
